182changeratio,28changeratio,364changeratio,91changeratio,bonus,code,cps,debt2asset,eps,epsr,name,netprofit,netprofitdate,netprofitr,per,per_d,roe,symbol,vertical,vprofitdesc
-3.36%,-1.08%,-36.13%,0.94%,10派1.5,,--,,1.12,-1.85,,23022.34,03-15-2015,-1.84,,,27.75,,,
,,,,10派2.5,,--,,1.24,10.89,,25530.13,03-13-2016,10.89,,,24.6,,,
,,,,10派2.5,,--,,1.46,17.72,,30053.56,03-27-2017,17.72,,,23.63,,,
-33.84%,-11.45%,-49.60%,-30.99%,--,000050,--,56.5997,0.41,28.75,深天马A,84014.15,08-23-2018,87.64,19.597,25.514,3.31,sz000050,电子行业-未分组,电子元器件行业-其他（补充）
73.13%,96.04%,73.74%,80.96%,10派1,,--,,0.71,184.64,,61265.6,02-06-2014,326.8,,,14.09,,,
-9.53%,-7.80%,-31.65%,-14.76%,10派0.6,,--,,0.49,-31.13,,55467.55,02-19-2015,-9.46,,,6.61,,,
,,,,10派0.6,,--,,0.41,-17.12,,56917.74,03-03-2016,2.61,,,4.21,,,
,,,,10派0.7,,--,,0.58,41.83,,80720.43,03-01-2017,41.82,,,5.73,,,
-41.69%,-0.84%,-37.87%,-23.99%,--,000055,--,58.3218,0.19,0.93,方大集团,23013.17,08-07-2018,0.93,4.866,4.873,6.99,sz000055,未分组-房地产行业-其他能源行业,金属制造业 轨道交通业-房地产业-新能源产业
73.13%,96.04%,73.74%,80.96%,10派0.3,,--,,0.13,18.18,,9699.84,03-27-2014,13.21,,,8.14,,,
-20.26%,3.25%,-15.75%,-6.11%,10派1,,--,,0.14,7.69,,10727.24,04-26-2015,10.59,,,8.42,,,
,,,,10派3.5转5,,--,,0.91,550,,69795.64,03-21-2016,550.64,,,38.83,,,
,,,,10派1.5,,--,,0.97,6.59,,114440.44,04-24-2017,63.97,,,41.53,,,
-9.76%,4.47%,-6.00%,21.33%,--,000056,--,57.2878,0.09,0,皇庭国际,10124.18,08-25-2018,3.5,79.533,77.367,1.89,sz000056,物业服务-未分组-其他,物业管理业务 物业租赁业务-金融业务-其他
73.13%,96.04%,73.74%,80.96%,--,,--,,-1.26,-111.99,,-33506.05,03-31-2014,-114.44,,,-16.19,,,
23.40%,8.78%,27.47%,49.87%,10转10,,--,,0.09,-107.14,,3834.5,04-16-2015,-111.44,,,1.05,,,
,,,,--,,--,,0.1,11.11,,11347.58,04-25-2016,195.93,,,2.24,,,
,,,,10派0.4,,--,,0.15,50,,17782.37,04-21-2017,56.71,,,3.41,,,
-27.33%,-5.78%,-40.24%,-19.28%,--,000058,--,59.9123,0.08,95.06,深赛格,9766.7,08-31-2018,95.3,26.618,21.878,5.01,sz000058,物业服务-房地产行业-商贸业-酒店旅馆业,电子市场及物业租赁和管理-房地产开发业务-贸易业-酒店业
73.13%,96.04%,73.74%,80.96%,--,,--,,0.06,-10.98,,4838.03,03-28-2014,-10.97,,,3.8,,,
-0.63%,-1.89%,-18.96%,-0.29%,10派0.3,,--,,0.09,53.57,,7424.21,03-30-2015,53.46,,,5.19,,,
,,,,10派0.3,,--,,0.14,44.93,,10756.02,04-18-2016,44.88,,,7.11,,,
,,,,10派0.55,,--,,0.18,29.61,,21955.33,04-24-2017,104.12,,,11.96,,,
-28.97%,0.44%,-42.33%,-10.47%,--,000059,--,52.9236,0.48,-8.01,华锦股份,76271.49,07-31-2018,-8.01,5.948,6.151,6.08,sz000059,化工行业-未分组-其他,化肥板块 石化板块-其他（补充）-其他
73.13%,96.04%,73.74%,80.96%,--,,--,,-1.32,922.12,,-158799.8,04-14-2014,923.34,,,-24.9,,,
-2.87%,4.58%,-21.80%,10.59%,--,,--,,0.21,-115.89,,32868.55,03-24-2015,-120.7,,,3.49,,,
,,,,10派2.24,,--,,1.13,438.1,,180324.35,04-18-2016,448.62,,,18.5,,,
,,,,--,,--,,1.15,1.77,,184527.97,04-10-2017,2.33,,,15.87,,,
-31.05%,-1.33%,-45.34%,-21.06%,--,000060,--,45.8527,0.17,-32,中金岭南,60668.95,08-29-2018,9.89,9.696,10.377,5.94,sz000060,undefined,undefined
73.13%,96.04%,73.74%,80.96%,10派0.3,,--,,0.23,15,,47013.46,04-02-2014,13.8,,,7.9,,,
-5.71%,2.74%,-25.88%,-2.49%,10派0.1,,--,,0.09,-60.87,,20094.67,03-31-2015,-57.26,,,2.82,,,
,,,,10派0.3,,--,,0.15,66.67,,32322.88,04-01-2016,60.85,,,4.31,,,
,,,,10派2.5转5,,--,,0.46,206.67,,106699.29,04-03-2017,230.1,,,12.01,,,
-26.00%,-2.32%,-43.64%,-21.81%,--,000061,--,65.8849,-0.01,-273.33,农产品,-1760.8,08-31-2018,-273.39,617.073,-617.073,-0.37,sz000061,农业-未分组,农产品批发市场经营-市场配套服务
73.13%,96.04%,73.74%,80.96%,10派0.5,,--,,0.05,-25.38,,8437.7,04-30-2014,-24.18,,,1.73,,,
1.19%,1.71%,-23.57%,-3.42%,10派0.5,,--,,0.01,-75.65,,2055.51,04-30-2015,-75.64,,,0.42,,,
,,,,10派0.5,,--,,0.05,330.58,,8845.95,04-24-2016,330.35,,,1.83,,,
,,,,10派0.5,,--,,0.01,-84.26,,1389.21,04-27-2017,-84.3,,,0.29,,,
-4.34%,3.28%,-26.37%,-13.44%,--,000062,--,53.1878,0.5,84.02,深圳华强,35972.05,08-22-2018,83.85,34.15,24.431,8.37,sz000062,电子行业-物业服务-未分组,电子元器件及终端产品线下交易平台分部 电子元器件线下分销分部-其他物业经营分部-终端产品线上分销分部
73.13%,96.04%,73.74%,80.96%,10派0.5,,--,,0.72,16.5,,47755.53,03-14-2014,15.91,,,22.56,,,
30.81%,7.54%,-0.15%,6.92%,10派1,,--,,0.56,-22.83,,37558.01,03-18-2015,-21.35,,,14.34,,,
,,,,10派2,,--,,0.59,6.26,,42586.09,03-09-2016,13.39,,,11.24,,,
,,,,10派3.5,,--,,0.57,-3.18,,41226.95,03-23-2017,-3.19,,,10.17,,,
-44.04%,15.47%,-25.21%,-27.60%,--,000063,-1.2,72.0749,-1.87,-440,中兴通讯,-782419,08-31-2018,-441.24,16.844,-13.872,-29.71,sz000063,电信行业,通讯设备类制造行业
73.13%,96.04%,73.74%,80.96%,10派2转2,,0.73,,0.77,97.44,,263357.1,03-26-2014,93.98,,,11.1,,,
-23.48%,20.23%,1.42%,-10.57%,10派2.5,,1.78,,0.78,1.3,,320788.5,04-07-2015,21.81,,,12.28,,,
,,,,--,,1.26,,-0.57,-173.08,,-235741.8,03-24-2016,-173.49,,,-8.4,,,
,,,,10派3.3,,1.72,,1.09,-291.23,,456817.2,03-16-2017,-293.78,,,15.74,,,
-22.05%,-7.10%,-44.85%,5.10%,--,000065,--,62.9068,0.44,12.82,北方国际,34218.43,07-31-2018,72.45,8.495,7.654,8.93,sz000065,商贸业-物流、运输业-未分组-其他,房地产销售收入-货运代理-发电收入-其他
73.13%,96.04%,73.74%,80.96%,10派0.8,,--,,0.73,-1.35,,18459.43,03-24-2014,18.25,,,20.89,,,
6.59%,-3.27%,-25.21%,29.82%,10派0.8,,--,,0.82,12.33,,21885.22,03-31-2015,18.56,,,14.41,,,
,,,,10派0.9,,--,,0.95,15.85,,46104.9,04-29-2016,110.67,,,16.79,,,
,,,,10派1.2转5,,--,,0.97,2.11,,49925.34,03-28-2017,8.29,,,14.6,,,
-8.07%,-13.98%,-25.30%,-12.55%,--,000066,--,50.6586,0.09,-12.37,中国长城,25077.28,08-31-2018,-12.13,31.373,33.613,3.88,sz000066,未分组-物业服务-其他,信息安全整机及解决方案-园区及物业服务-其他
73.13%,96.04%,73.74%,80.96%,--,,--,,0.04,100,,5772.37,04-18-2014,95.76,,,2.18,,,
25.71%,-10.43%,1.30%,8.02%,--,,--,,-0.03,-161.36,,-3566.67,04-29-2015,-161.79,,,-1.39,,,
,,,,--,,--,,0.03,-192.59,,3314.78,04-29-2016,-192.94,,,1.25,,,
,,,,10派0.6,,--,,0.2,716,,58104.33,04-28-2017,1652.89,,,9.12,,,
-38.53%,-3.73%,-59.66%,-29.00%,--,000068,--,67.5292,-0.03,88.68,华控赛格,-3017.05,08-28-2018,88.96,87.654,155.191,-4.7,sz000068,环保行业,环保行业
73.13%,96.04%,73.74%,80.96%,--,,--,,-0.12,191.08,,-10835.14,03-24-2014,191.26,,,-76.5,,,
-15.94%,0.24%,-45.30%,-12.30%,--,,--,,0.01,-105.79,,700.55,03-17-2015,-106.47,,,1.23,,,
,,,,--,,--,,0.01,41.43,,997.52,03-22-2016,42.39,,,1.61,,,
,,,,--,,--,,0.03,227.27,,3260.33,04-17-2017,226.84,,,5.09,,,
-26.66%,-4.43%,-33.10%,-20.98%,--,000069,--,73.2833,0.25,16.19,华侨城A,201378.35,08-22-2018,16.16,5.734,5.554,3.8,sz000069,房地产行业-旅游业-包装行业-未分组,房地产收入-旅游综合收入-纸包装收入-其他（补充）
73.13%,96.04%,73.74%,80.96%,10派0.7,,--,,0.66,8.31,,477446.51,03-21-2014,8.31,,,18.4,,,
0.29%,-0.49%,-9.28%,-2.39%,10派0.7,,--,,0.64,-2.99,,464066.51,04-23-2015,-2.8,,,15.35,,,
,,,,10派1,,--,,0.84,31.79,,688841.79,04-08-2016,48.44,,,16.84,,,
,,,,10派3,,--,,1.05,25.47,,864324.25,04-27-2017,25.48,,,18.05,,,
-21.23%,-2.31%,-32.83%,-12.86%,--,000070,--,63.4791,0.16,-7.87,特发信息,9753.95,08-15-2018,-7.92,16.95,17.499,4.8,sz000070,工程机械行业-未分组-物业服务,通信及相关设备制造业-其他（补充）-物业租赁
73.13%,96.04%,73.74%,80.96%,10派0.26,,--,,0.21,-10.16,,5558.85,04-23-2014,-9.56,,,5.32,,,
7.72%,1.72%,-8.91%,7.64%,10派0.3,,--,,0.33,63.29,,9194.19,04-26-2015,65.4,,,8.03,,,
,,,,10派0.75送3转7,,--,,0.62,86.47,,19578.51,04-11-2016,112.94,,,11.9,,,
,,,,10派0.36,,--,,0.42,-32.17,,26562.32,04-11-2017,35.67,,,14.29,,,
-36.12%,-4.26%,-36.50%,-27.92%,--,000078,--,80.3299,0.12,38.76,海王生物,32676.44,08-28-2018,38.66,15.74,13.896,5.76,sz000078,医药业-医疗行业-食品行业-未分组,医药流通 医药制造-医疗器械-食品、保健品-其他（补充）
73.13%,96.04%,73.74%,80.96%,--,,--,,0.03,-80.23,,2379.15,04-21-2014,-79.67,,,1.55,,,
-12.65%,-0.31%,-13.89%,-10.96%,10转15,,--,,0.65,1896.31,,47473.21,04-26-2015,1895.38,,,28.16,,,
,,,,--,,--,,0.19,-70.96,,41839.57,04-25-2016,-11.87,,,11.87,,,
,,,,--,,--,,0.24,28.82,,63637.58,04-28-2017,52.1,,,11.55,,,
-27.54%,0.18%,-39.51%,-21.22%,--,000088,--,25.1885,0.09,11.65,盐田港,17138.41,08-18-2018,11.63,26.571,25.667,2.7,sz000088,物流、运输业,装卸运输业 公路运输业 仓储租赁业
73.13%,96.04%,73.74%,80.96%,10派0.52,,--,,0.23,13.25,,43998.81,04-18-2014,13.26,,,8.92,,,
-0.91%,4.31%,-17.97%,-2.69%,10派0.25,,--,,0.22,-0.97,,43558.82,04-16-2015,-1,,,8.2,,,
,,,,10派0.16,,--,,0.18,-19.3,,35182.45,04-20-2016,-19.23,,,6.18,,,
,,,,10派0.21,,--,,0.21,16.02,,40435.52,04-20-2017,14.93,,,6.63,,,
-7.77%,-2.98%,-8.20%,-5.56%,--,000089,--,15.0727,0.18,16.41,深圳机场,36951.25,08-10-2018,16.42,24.217,22.449,3.25,sz000089,未分组-传媒行业-物流、运输业,航空主业 航空增值 其他（补充）-航空广告-航空物流
73.13%,96.04%,73.74%,80.96%,10派0.28,,--,,0.16,-46.68,,26799.6,04-30-2014,-46.65,,,3.44,,,
26.12%,1.02%,24.49%,16.66%,10派0.58,,--,,0.27,72.92,,52178.42,03-25-2015,94.7,,,5.65,,,
,,,,10派0.95,,--,,0.27,0.15,,56243.09,03-31-2016,7.79,,,5.38,,,
,,,,10派1.1,,--,,0.32,17.57,,66136.17,03-31-2017,17.59,,,6.05,,,
-28.13%,-1.53%,-40.63%,-16.82%,--,000090,--,75.0013,0.14,-50.83,天健集团,20429.92,08-21-2018,-40.97,11.527,15.95,3.11,sz000090,未分组-房地产行业-物业服务,建筑施工业-房地产业-物业租赁
73.13%,96.04%,73.74%,80.96%,10派2.3,,--,,0.76,11.37,,42147.7,04-21-2014,11.37,,,11.87,,,
-1.72%,2.53%,-19.49%,2.75%,10派2转4,,--,,0.71,-6.82,,39273.27,03-31-2015,-6.82,,,9.92,,,
,,,,10派2,,--,,0.37,-47.55,,44651.81,03-31-2016,13.7,,,7.27,,,
,,,,10派2转2,,--,,0.5,34.74,,60162.12,04-03-2017,34.74,,,9.35,,,
-23.05%,-1.44%,-28.54%,-4.19%,--,000096,--,6.4967,0.15,-16.37,广聚能源,8061.14,08-21-2018,-16.41,36.786,40.472,3.34,sz000096,未分组,其他（补充） 成品油
73.13%,96.04%,73.74%,80.96%,10派0.2,,--,,0.08,-38.46,,4200.88,04-30-2014,-37.56,,,2.27,,,
5.23%,2.62%,-3.10%,18.35%,10派0.2,,--,,0.28,250,,14725.29,04-12-2015,250.53,,,7.63,,,
,,,,10派1,,--,,0.55,96.43,,29288.74,04-11-2016,98.9,,,13.69,,,
,,,,10派0.2,,--,,0.28,-49.09,,15019.4,03-27-2017,-48.72,,,6.46,,,
-25.82%,2.35%,-45.72%,-15.75%,--,000099,--,43.1822,0.07,3.52,中信海直,4277.43,08-28-2018,3.52,40.667,40,1.44,sz000099,物流、运输业-租赁行业-未分组,通航运输-融资租赁-通航维修
73.13%,96.04%,73.74%,80.96%,10派0.75,,--,,0.35,-5.82,,20232.34,03-17-2014,5.27,,,8.15,,,
1.44%,6.57%,-26.39%,4.07%,10派0.75,,--,,0.28,-20.03,,16941.16,03-22-2015,-16.27,,,6.16,,,
,,,,--,,--,,0.14,-49.91,,8592.95,03-21-2016,-49.28,,,3.07,,,
,,,,10派0.15,,--,,0.15,7.14,,9098.33,03-27-2017,5.88,,,3.15,,,
-25.79%,-1.80%,-21.23%,-11.36%,--,000100,--,66.0548,0.12,38.65,TCL集团,158593.9,08-29-2018,53.4,12.534,11.157,5.22,sz000100,未分组-物流、运输业-家电行业-电信行业,TCL电子-销售及物流服务业务群-家电集团-TCL通讯
73.13%,96.04%,73.74%,80.96%,10派0.8,,0.57,,0.35,40.1,,318320.62,03-03-2014,50.93,,,18.21,,,
1.48%,2.25%,6.82%,9.49%,10派0.8,,0.6,,0.21,-38.48,,256700.34,03-29-2015,-19.36,,,10.4,,,
,,,,10派0.8,,0.66,,0.13,-38.72,,160212.6,04-28-2016,-37.59,,,7.17,,,
,,,,10派1,,0.68,,0.22,66.01,,266439.5,04-28-2017,66.3,,,10.86,,,
-17.96%,-4.91%,-17.01%,-19.90%,--,000150,--,68.6778,0.39,70.53,宜华健康,17539.59,08-31-2018,70.54,40.791,28.805,7.47,sz000150,医疗行业-未分组,医疗板块-养老板块
73.13%,96.04%,73.74%,80.96%,--,,--,,0.09,-67.86,,2982.26,04-15-2014,-67.55,,,3.68,,,
12.19%,-0.99%,12.54%,-1.06%,--,,--,,0.12,32.89,,5161.27,04-09-2015,73.07,,,3.33,,,
,,,,10派2,,--,,1.66,1289.88,,74438.61,04-14-2016,1342.25,,,36.35,,,
,,,,10派1转4,,--,,0.39,-76.58,,17432.75,04-26-2017,-76.58,,,7.08,,,
-19.28%,-0.77%,-34.96%,-6.43%,--,000151,--,59.5224,0.19,10.06,中成股份,5698.8,08-30-2018,10.07,39.465,37.244,5.8,sz000151,未分组-商贸业,成套设备出口和工程承包 境外经营收入 其他（补充）-一般贸易
73.13%,96.04%,73.74%,80.96%,10派4,,--,,0.38,21.77,,11337.68,03-28-2014,21.76,,,11.53,,,
10.38%,3.32%,-11.80%,15.58%,10派4,,--,,0.45,18.69,,13458.65,03-30-2015,18.71,,,13.43,,,
,,,,10派3,,--,,0.34,-25.05,,10087.99,03-31-2016,-25.04,,,10.09,,,
,,,,10派2.5,,--,,0.3,-13.38,,8736.15,03-30-2017,-13.4,,,8.82,,,
-19.95%,-1.29%,-41.06%,-10.29%,--,000153,--,57.1971,0.12,-13.91,丰原药业,3808.11,08-29-2018,-12.56,29.173,32.156,3.09,sz000153,医药业-商贸业-未分组,药品生产制造-药品零售流通-其他（补充）
73.13%,96.04%,73.74%,80.96%,--,,--,,0.13,43.65,,4099.09,03-19-2014,49.89,,,3.75,,,
9.47%,2.78%,-20.07%,10.81%,10派1,,--,,0.1,-20.94,,3238.96,04-28-2015,-20.98,,,2.86,,,
,,,,--,,--,,0.15,41.43,,4583.63,04-27-2016,41.52,,,3.98,,,
,,,,--,,--,,0.21,42.44,,6534.81,04-20-2017,42.57,,,5.53,,,
-36.72%,-2.10%,-54.53%,-30.09%,--,000155,--,46.2781,0.03,-50,川化股份,3244.61,08-08-2018,-60.52,17.962,26.61,1.07,sz000155,商贸业-电力行业,贸易行业-电力行业
73.13%,96.04%,73.74%,80.96%,--,,--,,-3.33,146.67,,-156681.98,04-30-2014,147.4,,,--,,,
-13.47%,1.94%,-38.34%,-13.64%,--,,--,,-1.2,-63.96,,-56535.14,04-29-2015,-63.92,,,--,,,
,,,,--,,--,,1.85,-254.17,,86858.33,04-29-2016,-253.64,,,-87.19,,,
,,,,--,,--,,0.26,-85.95,,32489.72,04-28-2017,-62.59,,,9.56,,,
-22.98%,6.68%,-40.39%,-22.98%,--,000156,--,29.1044,0.22,2.98,华数传媒,31691.69,08-31-2018,2.97,19.044,18.885,3.02,sz000156,未分组,信息传播业
73.13%,96.04%,73.74%,80.96%,--,,--,,0.33,43.48,,38376.87,03-31-2014,51.14,,,19.14,,,
5.32%,11.08%,-19.17%,-4.86%,10派0.35,,--,,0.4,21.21,,53355.21,04-25-2015,39.03,,,7.84,,,
,,,,10派1.4,,--,,0.42,5,,60219.71,04-26-2016,12.87,,,6.33,,,
,,,,10派2,,--,,0.45,7.14,,64127.55,04-26-2017,6.49,,,6.26,,,
-8.95%,-4.24%,-15.48%,-6.77%,--,000157,--,56.9411,0.11,-26.67,中联重科,86421.79,08-31-2018,-23.63,21.765,27.007,2.27,sz000157,工程机械行业-农业-未分组,工程机械-农业机械-金融服务
73.13%,96.04%,73.74%,80.96%,10派0.5,,--,,0.08,-84,,59406.82,03-28-2014,-84.53,,,1.43,,,
24.51%,-0.29%,14.61%,15.16%,10派1.5,,--,,0.01,-87.5,,8346.74,03-31-2015,-85.95,,,0.21,,,
,,,,10派1.5,,--,,-0.12,-1300,,-93369.75,03-31-2016,-1218.64,,,-2.44,,,
,,,,10派2,,--,,0.17,-241.67,,133192.37,03-30-2017,-242.65,,,3.57,,,
-27.71%,0.18%,-48.60%,-28.36%,--,000158,--,52.5711,0.02,-55.09,常山北明,2999.39,08-30-2018,-41.46,26.476,27.525,0.5,sz000158,纺织行业-IT业-未分组,棉纺织业-软件和信息技术服务业-其他（补充）
73.13%,96.04%,73.74%,80.96%,--,,--,,0.03,40.83,,2428.47,02-06-2014,38.25,,,0.99,,,
-1.15%,4.31%,-30.30%,-11.51%,10派0.4,,--,,0.24,610.06,,24937.34,04-15-2015,926.87,,,5.84,,,
,,,,10派0.6转3,,--,,0.28,16.67,,34991.45,04-29-2016,40.32,,,6.27,,,
,,,,10派0.5,,--,,0.21,-25,,35509.5,04-10-2017,1.48,,,6.05,,,
-8.30%,7.42%,-39.23%,7.97%,--,000159,--,26.0505,-0.08,-35.14,国际实业,-3915.47,08-28-2018,-35.16,-30.479,-44.824,-1.9,sz000159,商贸业-其他-房地产行业-未分组,油品销售产业-其他产业-房地产开发-其他（补充）
73.13%,96.04%,73.74%,80.96%,10派0.3,,--,,0.27,262.92,,12902.72,04-21-2014,263.12,,,6.08,,,
25.40%,11.85%,-17.59%,33.37%,10派0.3,,--,,0.12,-56.6,,5602.15,03-29-2015,-56.58,,,2.59,,,
,,,,10派0.3,,--,,0.07,-37.11,,3521.76,04-18-2016,-37.14,,,1.61,,,
,,,,--,,--,,-0.14,-288.25,,-6630.53,03-29-2017,-288.27,,,-3.09,,,
-9.56%,3.95%,-24.13%,-3.99%,--,000166,--,79.4584,0.09,-10,申万宏源,206556.54,08-18-2018,0.76,19.435,20.43,3.14,sz000166,经纪行业-证券行业-未分组,证券及期货经纪业务-证券自营及其他投资业务-境外业务
73.13%,96.04%,73.74%,80.96%,--,,3.23,,0.51,96.15,,342767.75,04-30-2014,98.42,,,17.2,,,
23.67%,8.24%,2.88%,18.60%,10派1.5送3.5,,--,,0.82,60.78,,1215418.79,04-27-2015,254.59,,,27.41,,,
,,,,10派1,,--,,0.27,-67.07,,540905.83,03-30-2016,-55.5,,,10.59,,,
,,,,10派0.5,,--,,0.23,-14.81,,459968.34,04-21-2017,-14.96,,,8.61,,,
-3.31%,-2.98%,24.45%,-12.45%,--,000301,--,17.9496,0.06,-50,东方市场,6968.49,08-10-2018,-51.82,32.579,49.127,1.95,sz000301,电力行业-租赁行业,电力、热能-营业房出租
73.13%,96.04%,73.74%,80.96%,10派0.5,,--,,0.18,-33.33,,22515.82,04-14-2014,-31.79,,,7,,,
32.22%,1.02%,68.76%,8.15%,10派0.5,,--,,0.14,-23.83,,16707.84,04-12-2015,-25.8,,,5,,,
,,,,10派0.5,,--,,0.12,-11.74,,14737.93,04-21-2016,-11.79,,,4,,,
,,,,10派1,,--,,0.19,57.02,,22846.74,03-13-2017,55.02,,,6.48,,,
undefined,undefined,undefined,undefined,--,000333,--,64.9644,1.97,17.96,美的集团,1293684.6,08-31-2018,19.66,15.15,13.684,16.43,sz000333,未细分制造业-其他,制造业-其他(补充)
73.13%,96.04%,73.74%,80.96%,10派10,,--,,2.49,-42.49,,1050222.03,03-31-2014,97.5,,,29.49,,,
NaN%,NaN%,NaN%,NaN%,10派12转5,,--,,2.99,20.08,,1270672.5,03-26-2015,20.99,,,29.06,,,
,,,,10派10,,--,,2.29,-23.41,,1468435.7,03-31-2016,15.56,,,26.88,,,
,,,,10派12,,--,,2.66,16.16,,1728368.9,03-31-2017,17.7,,,25.88,,,
-2.40%,7.20%,8.95%,-12.42%,10派1.8,000338,--,70.3198,0.55,66.67,潍柴动力,439258.74,08-29-2018,65.76,9.459,7.52,11.77,sz000338,工程机械行业-未分组,交通运输设备制造业-其他（补充）
73.13%,96.04%,73.74%,80.96%,10派1.5转10,,--,,2.51,40.22,,502450.24,03-31-2014,40.71,,,16.68,,,
33.46%,11.62%,47.74%,8.18%,10派1,,--,,0.35,-86.06,,139057.69,03-31-2015,-72.32,,,4.33,,,
,,,,10派2.5送10,,--,,0.61,74.29,,244118.86,03-30-2016,75.55,,,7.65,,,
,,,,10派2.5,,--,,0.85,39.34,,680834.25,03-29-2017,178.89,,,20.25,,,
-23.55%,21.29%,-49.12%,6.76%,--,000400,--,44.6002,0.13,-17.72,许继电气,13197.98,08-24-2018,-17.75,14.786,15.504,1.61,sz000400,未分组,电气机械及器材制造业
73.13%,96.04%,73.74%,80.96%,10派1,,--,,1.06,-0.57,,106227.76,03-27-2014,103.15,,,22.79,,,
4.54%,26.29%,-31.00%,31.87%,10派1,,--,,0.71,-32.4,,72063.67,03-31-2015,-32.16,,,11.95,,,
,,,,10派1,,--,,0.86,20.57,,86892.5,03-25-2016,20.58,,,13.02,,,
,,,,10派0.2,,--,,0.61,-29.36,,61377.73,03-24-2017,-29.36,,,8.4,,,
-27.54%,-8.66%,-41.42%,-3.99%,--,000401,--,72.6709,0.38,-566.83,冀东水泥,51580.98,08-10-2018,-565.78,126.098,18.889,5.05,sz000401,建材行业-未分组,建材行业-其他（补充）
73.13%,96.04%,73.74%,80.96%,10派0.5,,--,,0.03,-89.84,,3470.76,04-14-2014,-89.92,,,0.29,,,
-0.91%,-4.89%,-20.56%,18.60%,--,,--,,-1.27,-4996.15,,-171521.94,04-12-2015,-5041.92,,,-15.68,,,
,,,,--,,--,,0.04,-103.06,,5288.55,03-23-2016,-103.08,,,0.52,,,
,,,,--,,--,,0.08,110.26,,11038.33,03-23-2017,108.72,,,1.1,,,
-30.97%,-1.73%,-41.90%,-22.88%,--,000402,--,75.3521,0.29,-19.44,金融街,86497.12,08-30-2018,-18.51,6.743,7.244,2.93,sz000402,房地产行业-物业服务-未分组,房产开发-物业经营 物业租赁-其他收入
73.13%,96.04%,73.74%,80.96%,10派2.5,,--,,0.97,1.04,,292745.52,03-31-2014,1.24,,,12.61,,,
-5.60%,2.32%,-21.21%,-4.74%,10派4,,--,,0.75,-22.68,,225318.55,04-30-2015,-23.03,,,9.03,,,
,,,,10派4,,--,,0.94,25.33,,280437.04,03-28-2016,24.46,,,10.6,,,
,,,,10派3,,--,,1.01,7.45,,300641.23,03-27-2017,7.2,,,10.56,,,
-16.41%,-3.05%,-13.71%,-12.52%,--,000403,--,53.9137,0.24,52.94,ST生化,6671.32,08-31-2018,49.62,189.964,166.397,11.33,sz000403,医药业,制药业
73.13%,96.04%,73.74%,80.96%,--,,--,,0.45,73.08,,12251.66,04-30-2014,74.33,,,33.88,,,
14.31%,0.95%,17.01%,8.06%,--,,--,,0.28,-37.78,,7756.3,04-27-2015,-36.69,,,16.8,,,
,,,,--,,--,,0.2,-29.39,,5389.59,04-26-2016,-30.51,,,10.22,,,
,,,,--,,--,,0.14,-28.93,,3830.79,04-26-2017,-28.92,,,6.7,,,
-27.29%,-0.24%,-45.98%,-9.52%,--,000404,--,58.6535,0.09,-60.11,长虹华意,6026.65,08-03-2018,-52.32,27.5,93.933,1.9,sz000404,工程机械行业-其他,通用设备制造业-其他(补充)
73.13%,96.04%,73.74%,80.96%,10派0.6,,--,,0.33,12.06,,18718.47,03-25-2014,16.1,,,10.89,,,
-0.57%,3.87%,-26.75%,11.76%,10派0.8,,--,,0.39,16.41,,21789.49,03-26-2015,16.41,,,10.16,,,
,,,,10派0.4,,--,,0.45,15.77,,25229.08,03-31-2016,15.79,,,10.77,,,
,,,,10派0.26,,--,,0.15,-66.28,,9712.36,03-31-2017,-61.5,,,3.41,,,
-25.00%,1.73%,-42.49%,-7.47%,--,000407,--,54.193,0.08,60,胜利股份,7200.5,08-22-2018,69.2,67.286,45.158,3.26,sz000407,其他能源行业-商贸业,天然气管道制造业-贸易业务
73.13%,96.04%,73.74%,80.96%,--,,--,,0.05,66.67,,3670.28,03-07-2014,78.34,,,2.99,,,
2.56%,5.93%,-22.01%,14.30%,10派0.2,,--,,0.04,-20,,2873.94,04-26-2015,-21.7,,,1.61,,,
,,,,--,,--,,-0.35,-975,,-29268.85,04-22-2016,-1118.42,,,-14.18,,,
,,,,--,,--,,0.07,-120,,6230.25,04-12-2017,-121.29,,,2.9,,,
-25.54%,7.91%,-38.49%,-15.16%,--,000408,--,13.96,0.22,42.82,藏格控股,43222.72,08-30-2018,37.38,20.361,18.784,6.4,sz000408,未细分制造业-商贸业-其他,制造业-贸易业-其他
73.13%,96.04%,73.74%,80.96%,--,,--,,-0.22,-355.54,,-5524.68,04-29-2014,-355.64,,,-33.84,,,
1.82%,12.36%,-16.59%,4.80%,--,,--,,-0.24,7.72,,-5952.28,04-27-2015,7.74,,,-56.22,,,
,,,,--,,--,,0.5,-311.95,,91180.98,04-18-2016,-1631.87,,,21.56,,,
,,,,--,,--,,0.61,22,,121437.71,04-28-2017,33.18,,,18.49,,,
-24.50%,-0.48%,-47.76%,-0.71%,--,000409,--,84.6857,-0.35,148.86,*ST地矿,-17878.64,08-31-2018,148.89,-9.521,-6.452,-28.72,sz000409,商贸业-汽车及零件制造业-医药业-未分组,加工贸易业-轮胎制造-医药制造业-其他（补充）
73.13%,96.04%,73.74%,80.96%,--,,--,,-0.07,-124.52,,-3127.42,04-28-2014,-124.67,,,-2.98,,,
